categories,coordinates.latitude,coordinates.longitude,distance,location.city,location.state,price,rating,review_count,transactions
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}]",29.740273433861198,-95.4190848558197,6243.789378198196,Houston,TX,$$$,4.5,642,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",29.7402018410924,-95.4699522711639,10917.956634246018,Houston,TX,$$$,4.0,742,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}]",39.95022,-75.16658000000001,560.2598407934905,Philadelphia,PA,$$,4.0,1302,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}]",39.950509999999994,-75.16917,404.5531464371704,Philadelphia,PA,$$,4.5,1084,"['delivery', 'pickup']"
"[{'alias': 'seafood', 'title': 'Seafood'}]",39.939989000000004,-75.152854,2190.6938786612077,Philadelphia,PA,$$$,4.5,514,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",33.5092,-111.9887,10386.988289201954,Phoenix,AZ,$$$,4.5,943,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",33.5101676,-112.0449114,7612.870490813242,Phoenix,AZ,$$,4.0,893,"['delivery', 'restaurant_reservation']"
"[{'alias': 'seafood', 'title': 'Seafood'}]",29.51962,-98.488067,3786.3425422542546,San Antonio,TX,$$,4.0,963,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",32.7226753234863,-117.168563842773,7669.946828696829,San Diego,CA,$$,4.5,3712,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",32.7419837556966,-117.179921782568,5918.068251773095,San Diego,CA,$$,4.0,3655,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}]",32.7092,-117.1589,9059.288315449965,San Diego,CA,$$$,4.5,2150,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",32.7241827616904,-117.188347987279,8047.249566972773,San Diego,CA,$$$,4.5,2170,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",32.87064,-117.2242,11071.68978071718,San Diego,CA,$$$,4.5,1816,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'tacos', 'title': 'Tacos'}]",32.8003623479715,-117.237298100695,7854.061842202991,San Diego,CA,$$,4.0,2074,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}]",32.710496076061695,-117.170760632722,9039.304385361012,San Diego,CA,$$$,4.5,1296,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",37.33638,-121.88988,2253.1396158664984,San Jose,CA,$$,4.5,1004,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",37.404092999999996,-121.882139,9769.200540710772,San Jose,CA,$$,3.5,2004,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]",37.358261999999996,-121.89056399999998,4673.121450495336,San Jose,CA,$$,4.5,326,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}]",30.26613,-97.74058000000001,4648.892386370945,Austin,TX,$$$,4.5,1134,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",30.26683,-97.74502,4427.976224502137,Austin,TX,$$$,4.5,803,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",30.249779999999998,-97.75003000000001,6202.221685230255,Austin,TX,$$$,4.0,1518,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",30.320356846738896,-81.55060833862309,7389.69104507748,Jacksonville,FL,$$,4.0,352,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",30.29745,-81.70348,8340.878999195473,Jacksonville,FL,$$,4.0,476,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'soup', 'title': 'Soup'}]",30.314320000000002,-81.68066,6767.8449830636255,Jacksonville,FL,$$,4.0,283,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",30.314085285220003,-81.6779932379722,6529.083446076346,Jacksonville,FL,$$,4.0,531,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",37.795831,-122.393303,5428.15670676801,San Francisco,CA,$$,4.5,5994,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",37.809041,-122.410233,5827.740044156521,San Francisco,CA,$$,4.0,6076,['restaurant_reservation']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",37.79979,-122.40834,4980.8804673363975,San Francisco,CA,$$,4.5,3739,"['delivery', 'pickup']"
"[{'alias': 'seafood', 'title': 'Seafood'}]",37.79083,-122.42097,3595.669109086561,San Francisco,CA,$$,4.0,2819,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}]",37.759689,-122.43460900000001,210.29727091545175,San Francisco,CA,$$,4.5,1515,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}]",37.808952000000005,-122.41848700000001,5570.65144598489,San Francisco,CA,$$$,4.0,3787,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",37.7756673618778,-122.438271045685,1649.9290902692733,San Francisco,CA,$$$,4.0,1829,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",37.76017,-122.50608999999999,6122.811241757456,San Francisco,CA,$$$,4.0,2714,"['delivery', 'restaurant_reservation']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}]",37.787420000000004,-122.43327,2966.614164301847,San Francisco,CA,$$,4.0,2246,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'newamerican', 'title': 'American (New)'}]",40.06128,-83.04251,6647.058027118173,Columbus,OH,$$,4.5,396,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",35.2276867,-80.8413472,3630.619188378508,Charlotte,NC,$$,4.5,750,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",35.21267,-80.83563000000001,1873.0105967181312,Charlotte,NC,$$$,4.5,414,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",35.224332000000004,-80.848423,3536.746030868361,Charlotte,NC,$$$,4.5,202,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}]",35.19988319398521,-80.8664929153442,3294.4505671866245,Charlotte,NC,$$,4.0,362,"['pickup', 'delivery']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",32.75243,-97.32994079999999,2147.1608905140347,Fort Worth,TX,$$$,4.5,417,[]
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}]",32.7514624347222,-97.3620182338722,922.3813177366043,Fort Worth,TX,$$$,4.0,328,[]
"[{'alias': 'seafood', 'title': 'Seafood'}]",32.699515000000005,-97.412932,7882.186458935953,Fort Worth,TX,$$,4.5,239,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",32.7557909,-97.3320365,2066.0151769976933,Fort Worth,TX,$$$,4.5,153,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'bars', 'title': 'Bars'}]",32.735096,-97.35932199999999,1668.898907598369,Fort Worth,TX,$$$,4.0,357,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'pianobars', 'title': 'Piano Bars'}]",32.728009,-97.414962,6282.429149573108,Fort Worth,TX,$$,4.0,512,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",42.3279507129647,-83.040138261377,5669.4943968347425,Detroit,MI,$$$,4.0,599,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",31.760696000000003,-106.48643,6667.037373690556,El Paso,TX,$,4.5,123,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",31.869857050706702,-106.426052692822,8452.995942713213,El Paso,TX,$,4.5,82,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}]",35.1420662668398,-90.05278319120409,2394.967027579793,Memphis,TN,$$,4.0,445,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'salad', 'title': 'Salad'}]",35.119553,-89.946042,7759.433143315671,Memphis,TN,$$,4.0,220,['delivery']
"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",35.1202011,-89.9908371,3780.237478245311,Memphis,TN,$$,4.0,102,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}]",40.738440000000004,-73.98825,3702.807580119717,New York,NY,$$$$,4.5,2897,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",40.7416907417333,-73.9872074872255,4074.346398277517,New York,NY,$$$$,4.5,2184,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",40.738085,-73.98947199999999,3652.0843791784228,New York,NY,$$$,4.0,2969,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",40.710658,-73.958872,3041.420337735676,Brooklyn,NY,$$$,4.5,1857,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",40.72037,-73.98676999999999,1778.5399536712998,New York,NY,$$$,4.0,3503,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",34.0837144354804,-118.350571407739,3644.342879260412,Los Angeles,CA,$$,4.0,5285,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",34.077585,-118.259599,5962.124763619859,Los Angeles,CA,$$,4.0,4168,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",34.079289,-118.361585,4193.650102904564,Los Angeles,CA,$$$,4.0,3370,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",34.030464224078806,-118.38469517318899,6782.8958546422855,Los Angeles,CA,$$,3.5,6028,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.884176000000004,-87.6479440725005,3396.525042772812,Chicago,IL,$$$,4.5,8588,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}]",41.9134194160823,-87.6482384681229,2610.289488504425,Chicago,IL,$$$$,4.5,2241,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",41.886644,-87.648765,3162.284756235595,Chicago,IL,$$$,4.0,3185,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",41.909095,-87.677829,437.6664140661617,Chicago,IL,$$,4.0,2169,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",41.927668036294996,-87.706845233929,3471.884150522768,Chicago,IL,$$,4.5,1932,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.891477,-87.63081690000001,4172.9127584949,Chicago,IL,$$,4.0,1926,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",41.9135158,-87.64808590000001,2625.8826888696403,Chicago,IL,$$$,4.5,1428,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",41.8894,-87.6353199,3932.523213986755,Chicago,IL,$$$,4.0,1697,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.90224,-87.62850999999999,4089.1790611657552,Chicago,IL,$$,4.0,1499,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",41.891329999999996,-87.65613,2373.3350333482176,Chicago,IL,$$$,4.5,871,"['restaurant_reservation', 'delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.973982,-87.655259,7875.882791992212,Chicago,IL,$$,4.0,1535,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.908409999999996,-87.67492,437.01521246289735,Chicago,IL,$$,4.0,1589,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.8816894031196,-87.6250061730162,5087.329178627518,Chicago,IL,$$,4.0,1730,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",29.770061492919897,-95.41012573242192,4906.7404923355325,Houston,TX,$,4.0,1904,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",29.755329999999997,-95.40863,4775.411490806224,Houston,TX,$$,4.0,1344,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",29.763076,-95.361685,167.10080860527466,Houston,TX,$$,4.0,1707,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",29.7887995448524,-95.388083953373,3947.653192634301,Houston,TX,$$,4.5,853,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",29.74813,-95.46087,9881.530140105171,Houston,TX,$$$,4.5,879,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'modern_european', 'title': 'Modern European'}]",29.745509999999996,-95.35209990000001,2084.831492613217,Houston,TX,$$,4.5,565,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",29.7695392518322,-95.3949268650834,3452.449539618834,Houston,TX,$$,4.0,915,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",29.738509999999998,-95.43509,7750.528811016761,Houston,TX,$$,4.0,1245,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}]",39.9473272217862,-75.15354217790991,1667.8342649488502,Philadelphia,PA,$$$,4.5,1720,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",39.950901,-75.17485,457.60141267273315,Philadelphia,PA,$$$,4.5,945,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",39.960346,-75.159706,1221.9173809861345,Philadelphia,PA,$$,4.0,1064,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",39.951416594943,-75.173767791736,341.9908864804623,Philadelphia,PA,$$,4.0,1514,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",39.9500882100243,-75.14629603574271,2162.4902871931563,Philadelphia,PA,$$,4.0,784,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",39.9494757,-75.17311190000001,477.9542205142347,Philadelphia,PA,$$$$,4.5,428,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",39.9504170438175,-75.1664282754064,552.89869273907,Philadelphia,PA,$$,4.0,794,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",39.92966,-75.163003,2771.867647291648,Philadelphia,PA,$$$,4.5,382,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",39.959363443748295,-75.1907977815767,1793.2733475478442,Philadelphia,PA,$$,4.0,765,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",33.51161,-111.99558,10100.170518734563,Phoenix,AZ,$$,4.0,1596,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",33.513575,-112.07338100000001,7628.495588423853,Phoenix,AZ,$$,4.0,1226,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",33.457054176513,-112.07156724527,1344.1782494261815,Phoenix,AZ,$$,4.0,1183,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cafes', 'title': 'Cafes'}]",33.455842837338,-112.073525509787,1242.9863141663138,Phoenix,AZ,$$,4.0,1156,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",33.508931,-112.03410900000002,7853.595095725462,Phoenix,AZ,$$,4.5,864,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",33.5088410019446,-111.98430468769699,10666.074293659516,Phoenix,AZ,$$,4.0,1545,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",33.5075723503023,-112.037502106607,7586.12372660066,Phoenix,AZ,$$,4.5,798,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",33.510265000000004,-112.02768700000001,8255.11162800336,Phoenix,AZ,$$,4.0,1297,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",33.47202,-112.05621000000001,3355.781181327606,Phoenix,AZ,$$,4.5,685,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",33.485422948130996,-112.06919042460599,4493.18194345245,Phoenix,AZ,$$,4.0,1078,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",33.5090310721071,-112.071294858775,7118.160954612996,Phoenix,AZ,$$,4.0,1685,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",33.4947958165534,-112.00160597735001,8429.995558413077,Phoenix,AZ,$$,4.0,934,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",33.4745826893249,-112.064643147238,3326.5045085612933,Phoenix,AZ,$$,4.0,616,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",29.424120000000002,-98.48839,8220.553657627619,San Antonio,TX,$$$,4.0,2423,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tacos', 'title': 'Tacos'}]",29.50168533,-98.5597405,4486.283457974526,San Antonio,TX,$$,4.5,1017,"['delivery', 'restaurant_reservation']"
"[{'alias': 'newamerican', 'title': 'American (New)'}]",29.411179999999998,-98.48703,9623.06633485972,San Antonio,TX,$$$,4.5,562,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",29.59086,-98.61966,14669.639025990113,San Antonio,TX,$$,4.0,1432,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'desserts', 'title': 'Desserts'}]",29.42369,-98.492,8137.157164160429,San Antonio,TX,$$$,4.5,739,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",29.51892,-98.50789,2758.823775611637,San Antonio,TX,$$,4.5,408,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",29.472636699999995,-98.46338879999999,5501.003111445088,San Antonio,TX,$$,4.5,444,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'buffets', 'title': 'Buffets'}]",29.425193555007898,-98.48991108561171,8056.5565219330065,San Antonio,TX,$$,4.0,485,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",32.7241827616904,-117.188347987279,8047.249566972773,San Diego,CA,$$,4.0,3035,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",32.72752222987231,-117.17100363224701,7186.846775903676,San Diego,CA,$$$,4.0,2626,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",32.768765,-117.165365,2644.0085060168776,San Diego,CA,$$,4.0,2303,[]
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",32.72177,-117.1671,7747.711409281103,San Diego,CA,$$,4.0,1841,"['pickup', 'delivery']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",32.72849,-117.16141999999999,6944.647822592573,San Diego,CA,$$,4.5,1537,"['delivery', 'restaurant_reservation']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",32.71177,-117.159834,8778.572110924091,San Diego,CA,$$$,4.0,3600,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",32.8216823671486,-96.78538089916809,2394.1768387359602,Dallas,TX,$,4.5,2651,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",32.80466,-96.79952,3828.231343212464,Dallas,TX,$$,4.0,1776,"['delivery', 'pickup']"
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",32.79421,-96.80409,4903.416781830359,Dallas,TX,$$,4.5,652,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",32.7569425931629,-96.82316067790991,9370.89472484226,Dallas,TX,$$,4.0,1297,['delivery']
