text,score,label
shocking best thing world peac amazingli thicc ladi parliament rawr bad 🐽 🐋 🚲 💩 🐧 🌝 👓 💞 💄 🌾 🐸 🏭facts💯💯💯stay focus journey peopl alway opinion let dream goal motiv you notic me😪what beauti place chose live wow 🤟💞 go take abit work 💜,0.5859,POSITIVE
inspir 🙌🏼✨,0.0,NEUTRAL
goodnight dream thought xx 💋😜❤to queen king 👑 💖 🌟 horni come see🤤 nude facetim time call two hour 😘 come let send dm retweet like ill respond ☺🤪 green tea lip balm make aloha you🌸🌱🌴🏝🌋,0.1779,NEUTRAL
monday everyone 😊✴🌷b kind take break,0.5267,POSITIVE
click learn 🔋,0.0,NEUTRAL
guy sale happening limit time ❤🍑😘 days,0.0,NEUTRAL
colour beauti place chose live wow 🤟💞 deserv life tri enjoy day 🙂 wish moment like could last forever im bless grateful happi sunday everyone much love❤💯 pride day 🏳️‍🌈 🌈,0.9607,POSITIVE
year older anoth year wiser ❤ everyon christmastree❤christmastree❤christmastree❤,0.296,NEUTRAL
happi birthday mom 💐🎂🎁💙,0.0,NEUTRAL
honor 🎉🎉🎉,0.4939,POSITIVE
cant wait tast bootyhole🥰😋⭐ work progress minut session just put flow down 🍊 see potenti th babi 😜,0.4215,POSITIVE
grate anoth year life🙌🏽🙌🏽 especi,0.0,NEUTRAL
❤ ✌🏽and work challeng someth exercis bike 🚲,0.0,NEUTRAL
check content,0.0,NEUTRAL
🖤 come visit ,0.0,NEUTRAL
🌈,0.0,NEUTRAL
✨,0.0,NEUTRAL
day 💕🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
way america 💕unitedstates let  grrrrrrrr,0.0,NEUTRAL
need ourselves beauti unique🙂🥰❤okbutton bet problem hous rep arguabl lack posit polici issu today go queen king 👑 💖 🌟 babys😊i sell nude video cheap verifi legit ✅in profile,-0.6124,NEGATIVE
negoci pri awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
find local flower nurseri 🌵🌿,0.0,NEUTRAL
look me,0.0,NEUTRAL
she babi 🥺🥺 someon say nick cannon hour respond 📷 per taylordorothea 👏🏿👏🏿👏🏿,0.0,NEUTRAL
teaser usual sound squirt 😈,-0.25,NEUTRAL
night 😎🔫 summerville south carolina joy🥰what awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
last sunday june summer get started 😎 spend sunday famili friend winer acupunctur help feel amaz picture works,0.7096,POSITIVE
👍👍👍👍👍👍👍,0.0,NEUTRAL
back 💅👮‍♀️👨🏻‍🏭👮‍♂️ 💩 ✊🏾,0.0,NEUTRAL
check content,0.0,NEUTRAL
🖤 come visit ,0.0,NEUTRAL
🌈,0.0,NEUTRAL
✨,0.0,NEUTRAL
beauti yellow diamond make perfect engag ring 💛 street call,0.7269,POSITIVE
hustl dummiesglobeshowingamericas💚💰,0.0,NEUTRAL
mad caus get money,-0.4939,NEGATIVE
anit fault nigga bummi see explicit contentsubscrib onlyfans 💜 your read this sign never give keep push whatev may experiencing ❤ wet💦😜,-0.4019,NEGATIVE
nudes,0.0,NEUTRAL
facetim hours,0.0,NEUTRAL
hour facetime,0.0,NEUTRAL
let great time😉😘🤤,0.6249,POSITIVE
whatev make smile 😀 🥊 miketyson nowadays what happen scientolog sadli fault sale weapon small african 🌝✨🥀,-0.34,NEGATIVE
day stream thank ♥ much guy love support ♥,0.8555,POSITIVE
cant believ tbh,0.0,NEUTRAL
goal connect inner life power passion principletheyr fuel blazer mid vintag,0.4588,POSITIVE
born 🙏,0.0,NEUTRAL
ride cock🔥,0.0,NEUTRAL
roundtrip flight ,0.0,NEUTRAL
book flight today ✈,0.0,NEUTRAL
wrap bday celebr 🎉,0.0,NEUTRAL
best gift 🎁 money cant buy,0.7964,POSITIVE
im grate whov ❤❤❤,0.0,NEUTRAL
video show vinyl stickerslabel waterproof,0.0,NEUTRAL
need quot vin iv get get get it put you 😜😎🙌🏽 active 💕,0.4019,POSITIVE
boost twitter audienc fast ⏩⏩⏩,0.4019,POSITIVE
👉 turn notif onarrow,0.0,NEUTRAL
🔄 drop name comment sta get pack ecigarett esmoke spread 🌈,-0.2732,NEUTRAL
📲send nude dm specials🎆🎆,0.0,NEUTRAL
platform provid endless content 🏆🏆,0.0,NEUTRAL
live channels,0.0,NEUTRAL
⚽⚾🏀🏈,0.0,NEUTRAL
🥊,0.0,NEUTRAL
👪 eye kitti 💚🐈,0.0,NEUTRAL
talk flip rentals,0.0,NEUTRAL
💥,0.0,NEUTRAL
let know questions tri answer them💃,0.0,NEUTRAL
💕 comment one today ,0.0,NEUTRAL
thank sharing,0.6486,POSITIVE
well open tf back up😩 ,0.2732,NEUTRAL
days⏰ stay time singl 💖 anticip kill 🥰 drop grandma wed band resiz wear daili alway 🥰 awesom trend music game,-0.7783,NEGATIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
cake big prayer 🎁❤ mom turn year young today 🏵 truestream go off lit best support group around 👊🏽✌🏽 bless upi look someon nail 😊 dm your interest cost around tip hell get boat homie⛵ win this th place nah man get boats hear out american dream wage gap case tim tam xd 🐍 🏃 japanesefreeofchargebutton 🎭 👽 🙌 ✈ 🚗 🐎 🚋 💫 👍good day 💕🌻,0.946,POSITIVE
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
🌻,0.0,NEUTRAL
want hear story 📚,0.0772,NEUTRAL
lil bro sent good video lmao 🤣 spend night alon haunt abandon mansion 👻,0.296,NEUTRAL
gruel nighter observ day rest back count final product someth new❄,0.0,NEUTRAL
❄w go frosty❄,0.0,NEUTRAL
like big butt 🎶,0.3612,POSITIVE
like it🥺,0.3612,POSITIVE
dangerous beauti too❤ today sun corona ☀🌤,-0.4767,NEGATIVE
arti episod,0.0,NEUTRAL
🙌 🙌 🙌 dog thing enjoy scenery🐾🐾 love sound river,0.8126,POSITIVE
🙏🏻 did work challeng someth km exercis bike 🚲 dick pic rate,-0.5106,NEGATIVE
hot guy 🥰✨,0.0,NEUTRAL
night,0.0,NEUTRAL
❣ perch love home preciou 🍄,0.6369,POSITIVE
❤lik 🔄retweet someth new❄,0.0,NEUTRAL
❄w go frosty❄,0.0,NEUTRAL
readi mingle alreadi start make friend here💪🏼,0.4939,POSITIVE
alway win 🌈 use code get products ✨ readi next step 🌱 team kill one player that me😻🚨okhandlightskintone,-0.2263,NEUTRAL
alway win 🌈 use code get products ✨ readi next step 🌱 🌻,0.5859,POSITIVE
photog cred good day today💚🍃,0.4404,POSITIVE
get wanktribute😩 🌅 good day swim 🏊‍♂️ anyon wanna join me,0.6249,POSITIVE
love park right lap even tho im get big it 😍🐾💜🥰 get great tit okhand💦💦🔥,0.8519,POSITIVE
could id buy house would you 😍,0.0,NEUTRAL
repost,0.0,NEUTRAL
menchi katsu sandwich 🍔,0.0,NEUTRAL
ground meat cutlet,0.0,NEUTRAL
look this,0.0,NEUTRAL
flavor meat immedi fill mouth🤤 sure manipul im it im way over 😍😍😍,0.3182,POSITIVE
blessed,0.5994,POSITIVE
walk round blessed,0.5994,POSITIVE
🙌🏾♥mi angel name dora 🐈,0.0,NEUTRAL
helsinki grate bit nature paradis back yard enjoy 😎🌅,0.4939,POSITIVE
get physical 💪 find someon play,0.34,POSITIVE
share,0.296,NEUTRAL
dinosaur masks❣❣,0.0,NEUTRAL
link bio facebook page👍🏼,0.0,NEUTRAL
twin anarchi joy need today ❤ even walk connie snake 🐍 great idea bring commun together movi pretti excellent cant find stream anywhere old school treasur 🔥 play fetch 🌻 🐶,0.9325,POSITIVE
stream juni,0.0,NEUTRAL
🥰🥰,0.0,NEUTRAL
link bio facebook page👍🏼,0.0,NEUTRAL
twin anarchi,0.0,NEUTRAL
girl love get wet,0.6369,POSITIVE
💚💋,0.0,NEUTRAL
relax corazon 😍,0.4404,POSITIVE
focker new sequel im watch you🙏lol plz censor way ⁉ ,-0.4019,NEGATIVE
dtrump butt ,0.0,NEUTRAL
s broadcast day defeat over 🔥 legit  add well look buy wast time🙄 realli need money follow ill post🤪 stream juni,-0.5719,NEGATIVE
share this limit newscorp unfortun indic vaccin  bad  ⭐ ☔ 👣 ↖ 🏈 🏢 🚛 japanesebargainbutton 🚨 🐑 🎡 👹sunday funday😜 dick pic rate,-0.6808,NEGATIVE
hot guy 🥰✨,0.0,NEUTRAL
collect 🔥,0.0,NEUTRAL
stream juni,0.0,NEUTRAL
gift bring joy world,0.7717,POSITIVE
✝unitedstates😎,0.0,NEUTRAL
littl smile cost 🤫,0.3612,POSITIVE
love,0.6369,POSITIVE
❤🧡💛💚💙💜🖤🤍🤎,0.0,NEUTRAL
collar differ plastt positions 😉 oc cant help it😭💔 street mural student honor,0.2363,NEUTRAL
🗣express voic 👥🎨 next day ill share bed penni lane mullan 🐶❤,-0.1531,NEUTRAL
staycat rents🌻,0.0,NEUTRAL
tap ☀ i offer 👉 diamond 💎 membership bring success prosper next year ❤👑🤟🏾mommi girl quarantin picnic room best time boy allowed ❤🥰🍇🥕🍓 dick pic rate,0.7906,POSITIVE
hot guy 🥰✨,0.0,NEUTRAL
celebr pridelov 👬👭,0.0,NEUTRAL
who alreadi get,0.0,NEUTRAL
🙂🙂🙂🙂 man look like give nice hug 🤗new short stori 😁 crew one want connect daily,0.8271,POSITIVE
awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
pride,0.34,POSITIVE
🌈,0.0,NEUTRAL
profile look hot horni 🙊🥵🥵what awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
photoshop 👀,0.0,NEUTRAL
😒what awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
is 😍,0.0,NEUTRAL
love ❤ mom aunt two best peopl know mom back surgeri hi willow im sorri feel well 🤕 big fat paw hug you 🐾 hope feel favorit quotes,0.9477,POSITIVE
life 🤑💰💰💰💰,0.0,NEUTRAL
awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
trivia love namjoon hit differ pm sunni day good vibe 😌😌💜💜 pride bitch 🖤🤎❤🧡💛💚💙💜 look ✂,0.6908,POSITIVE
peopl tell cant see anyth good career future🤷‍♂️🤦‍♂️ give hug🤼‍♂️🤝 tell mississippi elect commissioner😱,-0.3412,NEGATIVE
happi birthday yearold augie 🐾🐶❤,0.0,NEUTRAL
crash 🙏🏽,-0.4019,NEGATIVE
prep💪🍗👊,0.0,NEUTRAL
know iv wait whole exosc comeback plan thingy,0.0,NEUTRAL
work late wife bed tea pictur like 🤤🍑,0.3612,POSITIVE
propheci what next love ♥ aboard beauti ladi beauti family 😎✌ nockamixon state park beauty😍 set up time tune up 🥁 seafoam pdpdrums load content  enjoy yall man time famili ❤🤞🏽what ot winner🤷🏻‍♂️ pizza cours 😋 gang 🔥 dgl showin out hot hot hot,0.8176,POSITIVE
fulla talent people sleep em,0.4215,POSITIVE
salut who alreadi get,0.0,NEUTRAL
🙂🙂🙂🙂🙂,0.0,NEUTRAL
see fat ass click link sub onlyfans🧚🏻‍♂️💚 ask deadlin sunday,-0.5423,NEGATIVE
nigga get ahead yall selves 🤣🤣😭🤬 yell ,0.0,NEUTRAL
cuties 💗💙🍎 summercamp schedul monday 💜,0.4939,POSITIVE
sign up infos,0.0,NEUTRAL
ask new idea sunday,0.0,NEUTRAL
tan line make ❤❤ marietta georgia glimps farther future oujia tee 👁📐,0.0,NEUTRAL
know neither there mesmer video majest creatures 🐋🐳🐋🐳🐋🐳 get retweet post ill pick random person like post whatev say😟🙂 plea resign pleaseeeeeeee 🤢 ask team meet sunday,-0.4019,NEGATIVE
florida heat joke 😫🔥🔥🔥☀ man gift make room prov 🙏🏾💯 togeth 💪🏽❤ nail big smile love morn routin dick pic rate,0.8176,POSITIVE
hot guy 🥰✨,0.0,NEUTRAL
two pandemic graci labcattl dog mix happi bullterrier 🐕🐕👍 pl 😛 plea retweet media onesid view mental defici rife corrupt due lac big white cake clap🍑👅💦,0.0,NEUTRAL
twitter,0.0,NEUTRAL
pornhubpawgbuttwoman,0.0,NEUTRAL
bdsmlr ifollowback,0.0,NEUTRAL
👇,0.0,NEUTRAL
⛈,0.0,NEUTRAL
⛈ toilet casual masturb 🤷🏽‍♂️ sunday 😄👋🏼 love brunch king 👑 still birthday month ☺🥰,0.7184,POSITIVE
god keep promis concern marri life,0.2732,NEUTRAL
soon aunty😌😌com chill us😎 link bio,0.0,NEUTRAL
wow max lucki that brilliant ye defo caught ur good side 🤪😍👏🏻okhandlightskintone creampi 😮,0.8885,POSITIVE
full video,0.0,NEUTRAL
watch mani video on want play 😻😻😻,0.4019,POSITIVE
late 🌈ap clip 🔥🔥,0.0,NEUTRAL
come see,0.0,NEUTRAL
🔥 🔥,0.0,NEUTRAL
💦,0.0,NEUTRAL
know iv wait whole exosc comeback plan thingy,0.0,NEUTRAL
thank,0.3612,POSITIVE
im ur super support 💯🎤💯,0.765,POSITIVE
murder 😮dont miss,-0.743,NEGATIVE
great offer 😊your crazy,0.4019,POSITIVE
sometim hard grasp thing wev condit believe,-0.1027,NEUTRAL
se dark netflix,0.0,NEUTRAL
😳👑👑,0.0,NEUTRAL
👉 👈,0.0,NEUTRAL
look big titti big nippl 😍😍😍,0.0,NEUTRAL
now go meet 🚂 🍷🧚‍♀️ today wonder basket put good use sinc dick like 😫😂😋 click link bio 😏🤤 think next week meal plan 🤣😋 hot damn love food thank everyon amaz support you💕,0.8316,POSITIVE
live entspannt rund morgen fortnit chapter season know goo goo speechless 💕,0.0,NEUTRAL
belov,0.0,NEUTRAL
🌷,0.0,NEUTRAL
💖,0.0,NEUTRAL
andamaina pre twitter im 😂damn guy want huh 😀 fuck love everyth babe special yummi hot 🍑😍😈 shop doubt 😊😉😍❤,0.296,NEUTRAL
new post daily 💪🏋💦 pink sunset cloudi sky☀☁,0.0,NEUTRAL
photo by joseph hill🙂📸☀☁,0.0,NEUTRAL
knowledg 🙌🌺onlyfans🌺,0.0,NEUTRAL
filipina colombiana uk,0.0,NEUTRAL
🌺daili nude,0.0,NEUTRAL
🌺panti sale,0.0,NEUTRAL
🌺kinkfetish luck jonlet fuck go boys👊model two words,-0.128,NEUTRAL
📸 via nudes dm me💦 stubborn sassy humans❤happi announc short film infern requiem offici select fipili horror festival📽 fuck lesbian sam belong quinn 😡 love prize 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following thank start soon,0.4215,POSITIVE
sell pic vid now🖤,0.0,NEUTRAL
dm prices❣,0.0,NEUTRAL
✨✨,0.0,NEUTRAL
bless 🙏🏽😉 camden new jersey amount joy get your around way photo could explain 🤍 must watch food 🥘 youll safe long dont rank,0.8591,POSITIVE
ifollowback,0.0,NEUTRAL
🌆follow all🌆,0.0,NEUTRAL
👇,0.0,NEUTRAL
💞💫💞💫💞💫💞💫💞,0.0,NEUTRAL
❤,0.0,NEUTRAL
❤,0.0,NEUTRAL
en ferrol spain delici 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following thank click learn first set normal girl cloth today rt want see skirt😉,0.6705,POSITIVE
free ship,0.5106,POSITIVE
know downfal titan mindblowingli due greatli underappreci tokyotower 👊 ✋ 👙 🌟 🐗 👈 🍠 💒 🚢claim day free trial hit link bio uncensor pic vid 😻💖💦 awesom trend music game,0.5106,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
go atl next month might fli ✈ aint fli sinc come jamaica jamaica drive everywher 😂😬 sunday without ⚽🌴🌊☀unitedstates,0.0,NEUTRAL
want free nude stripteas dms 👀❤ receiv 👏 suffoc big tit 😈 gorgeou bracelet 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following thank forget chuchito littl 😉 show love give love get love trust this limit them mindblowingli brainchild mani time tax payer ⬅tap link websit more talk talk prices🤭🔥,0.9744,POSITIVE
show legs arms armpit whatev want sale🤭🔥 now🔥 anoth awesom week🔥 day free trial  hen hmm 🤔,0.5574,POSITIVE
hide spoon hand need stress relief 😭 feel like cr life well your happi ✨,0.7506,POSITIVE
ur opp bunch queer teenag 😹 👗 assur one thing stop wa unfortun evid due altright 😿 ♨ ⬇ ® 🌚 ↔ ⚠ 🗿 🎩 🌓 🐝 🙉,-0.296,NEUTRAL
🎨,0.0,NEUTRAL
boy 😋 horni awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
best best 🙌❤ sum dm me😒 wanna show tits🙃💦,0.8555,POSITIVE
free cocktribute wanktribute cumtribut make fake nude 😊💦💦💦,0.0516,NEUTRAL
sale coming fill carts,0.0,NEUTRAL
🌈,0.0,NEUTRAL
welcom 😇 one mani peck promo list berri plea 🍓 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following thank th conro viru say what need wake 😷 one listen 🙏🏾,0.6369,POSITIVE
peopl recov million recov ac karen never learn 🤦🏾‍♂️ less stream away stream spotifi 🎉 realli nice hope keep momentum complet studio setup okhandmediumlightskintone,0.6908,POSITIVE
gorgeou prize 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following tha pose 🌹oh yeah rip trump great prime minist wev ever 😭😭😭😥😢😪😥😢😿🙏🙏🙏,0.9062,POSITIVE
collar short daisi top,0.2023,NEUTRAL
price,0.0,NEUTRAL
avail color 🖤🌼,0.0,NEUTRAL
get discount code floral,0.0,NEUTRAL
shop 👇🏼 arm that,0.0,NEUTRAL
beauti pose 🌹lik want full clip 💐 💓,0.0772,NEUTRAL
wanna see nake 👇 monday bless new week ahead 🙏✌,0.4215,POSITIVE
pray week shall fill favor breakthrough you get ready 😊,0.7579,POSITIVE
deep last huge look babi cute eye facial expression adorable gabriel moniqu union right 🤪 mapl syrup butter carrot foil littl salt pepper react wed dress emot,0.8176,POSITIVE
head check out💍 adlifedecis determin destinations 🎯,0.0,NEUTRAL
god✝ countryunitedstates,0.0,NEUTRAL
ladi stand need inspir other 😌sh say boy get phone face 🤣 special thank peopl support difficult days 😍 tha love bikini girl 👉👉👉,0.8625,POSITIVE
now week discus investig 👻 click support amaz ❤🤍🖤👑 beat great weekendand end beauti sunset,0.7783,POSITIVE
🌅🌄🌇,0.0,NEUTRAL
📷,0.0,NEUTRAL
unknown,0.0,NEUTRAL
couldnt say well self,-0.2057,NEUTRAL
losso 💜✨,0.0,NEUTRAL
rtco im horni 😈😘challeng yourself download coin puncher 💰 views even raini day 🌈🌤,0.0,NEUTRAL
deep last huge look babi cute eye facial expression adorable gabriel moniqu union new release❗wizard zombi match mac version,0.8176,POSITIVE
visit mac app store download for❗free❗ clickco beauti art titl sixth avenu night lagu,0.0,NEUTRAL
chase people yourself thing work hard 😀📌,-0.1027,NEUTRAL
get good head 😮💦🍆,0.4404,POSITIVE
sexi content page ➡ ⬅ bailey ❤,0.0,NEUTRAL
❤ check site ❤,0.0,NEUTRAL
im out huh,0.0,NEUTRAL
📸 nascimentophoto,0.0,NEUTRAL
real 😳🤯😰😱 saw di tweeter end fownd owt fire nite far dar fire nite fire real em berri sc limitationit imagination,-0.7351,NEGATIVE
dont time hour workout everi day oneoclock,0.0,NEUTRAL
read,0.0,NEUTRAL
call 🏡❤ 🏖 ☀ 🌺 🌸 ❤ 🌟 happili liking retweet following thank year still upgrad cloud nine infin 👰🏼🤵🏻 even last goe live uncensor internet browser 🌐 via open hour  avail august young woman newlyreleas awesom trend music game,0.6369,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
that right 👍💓🔥🥰😊💜💥 get someth chang,0.0,NEUTRAL
recommend cuillr intelligent balanc electroniqu awesom trend music game,0.6705,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
return hometown year ago today 🥰,0.0,NEUTRAL
views even raini day 🌈🌤,0.0,NEUTRAL
new video plea check,0.0,NEUTRAL
forget,-0.2263,NEUTRAL
⤵,0.0,NEUTRAL
sensuality✨,0.0,NEUTRAL
oil cardboard,0.0,NEUTRAL
xcm,0.0,NEUTRAL
roj©,0.0,NEUTRAL
awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
allow growth prepar future🌱,0.5423,POSITIVE
yes gon punch mr free 🤩🤩what awesom trend music game,0.7184,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
dinner ✨ nippl pierc tuesday 😇🔥 wonder film it😅🤤im total horny dm cumshot 😘,0.0,NEUTRAL
tickl share 😂,0.296,NEUTRAL
agrees,0.2023,NEUTRAL
heart urn bracelet,0.0,NEUTRAL
start,0.0,NEUTRAL
carri,0.0,NEUTRAL
shop 👉👉,0.0,NEUTRAL
hi alex welcom crazi wonder ❤🐇☀😎🦆,0.0,NEUTRAL
write lace health cost less treat illness 😉,-0.0038,NEUTRAL
sunday friend,0.4939,POSITIVE
🐎,0.0,NEUTRAL
🐎,0.0,NEUTRAL
💥happi th 🥰💁🏽‍♀️ 🙏🏽 madelein carterlic  sweet share💙 kno bitch🥴😂😂 hike turkeys 💗 onlyfan guys bbw fat ass post daily 🥰,-0.128,NEUTRAL
much goodness,0.4588,POSITIVE
🖤 come visit 🌈ap ,0.0,NEUTRAL
✨,0.0,NEUTRAL
🖤,0.0,NEUTRAL
rock like olymp mons one top sun im share love universe alway uplift see rainbow 🌈 share this best thing foreign ownership a decade evid trustworthi say k 🤯,0.9509,POSITIVE
thank all grind doesnt stop though come ill talk mi origin that perfect ❣,0.6472,POSITIVE
if ❤💙✌🏿✌🏾✌🏽✌🏼✌🏻 odysseyauthor via sunday😘 truli inspiration applaud stand strong beliefsunitedstatesunitedstatesunitedstatesunitedstatesunitedstatesbeauti celebr des life today crew ranch 🐎💖 cheer great man friend father 🤗💞 visit us❤ if ❤💙✌🏿✌🏾✌🏽✌🏼✌🏻 odysseyauthor via support product make indiaindia🙏,0.9719,POSITIVE
👈,0.0,NEUTRAL
goodnight gratitud 🙋‍♀️,0.0,NEUTRAL
would pleasur share heartfelt gratitud appreci encou necessarili time heart❤,0.6908,POSITIVE
daili,0.0,NEUTRAL
sunday june,0.0,NEUTRAL
click 👇 free cancer horoscop more🙊 push limits,-0.2732,NEUTRAL
🌈 🌈 🏳️‍🌈 new subscrib get first month random discount year,0.0,NEUTRAL
🌞 birthday sale wonder ❤🔪🎃horror legend current steam,0.0,NEUTRAL
summer sale🎃🔪 check store 🌈apclip paysout keep clip site ✨,0.0,NEUTRAL
❤ come vi sunday😘,0.0,NEUTRAL
drop handles,-0.2732,NEUTRAL
now🤫lab work style alway grate brother mikexkenn 🖤 🏀 estemichel appreci 💪🏾 look forward look today💘💚 as,0.0,NEUTRAL
free week next lucki subscrib 💋😝,0.5106,POSITIVE
hopeless broken,-0.7269,NEGATIVE
wait sky,0.0,NEUTRAL
✨,0.0,NEUTRAL
😂😂😂 work hard fence instal stain top fenc rail now👍👍👍 improvem mountain us,0.1027,NEUTRAL
❤😢great time fam love alway love  great seafood cookout,0.926,POSITIVE
honduras💛🖤🤍unitedstateshonduras,0.0,NEUTRAL
drop handles,-0.2732,NEUTRAL
now🤫natur 😊😊😊,0.0,NEUTRAL
tk story💙,0.0,NEUTRAL
still ur face smile major missing now,0.0772,NEUTRAL
hope nice sunday ✨,0.6908,POSITIVE
one im first place yet 🤔⚔ awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
know limit safe space for one knows due greatli underappreci rad 🌋 🚆 🍁 🐝 💪 👔 🌕 🐞 🚑 okbutton 🐰 ⃣pow swim deep 😎🧡🙏🏽🤩🏊🏼‍♀️ yeah keep forgetting,0.6249,POSITIVE
⚠⬇⬇⬇⬇⬇⬇⬇⬇⚠,0.0,NEUTRAL
musicvideo,0.0,NEUTRAL
click link bio,0.0,NEUTRAL
spotif good day ♥,0.4404,POSITIVE
call potenti new 📞,0.0,NEUTRAL
well do mr black theee brilliant🖤,0.2732,NEUTRAL
check content,0.0,NEUTRAL
🖤 come visit ,0.0,NEUTRAL
🌈,0.0,NEUTRAL
✨,0.0,NEUTRAL
pic video hmu 😩😘,0.0,NEUTRAL
southern rightw,0.0,NEUTRAL
leftist republican,0.0,NEUTRAL
🤝 stand you brave strong gay equal love ❤🧡💛💚💙💜 love less time talk peopl stori spend make success story 😊,0.9628,POSITIVE
focu ti sweet 💙 accept power thing world ✊🏽✊🏻 in world anything kind jennif duke lee,0.8402,POSITIVE
📷,0.0,NEUTRAL
time curryville 💚 hidden meadows california one mani thing im work,0.0,NEUTRAL
di good derr excus ⭕,0.4404,POSITIVE
feat 💋,0.0,NEUTRAL
find anywher there music 🎶 mawmaw almost room 😂 wouldnt long shortest i hous again studi maya night 🦋 femal embodi busi coach✨ leav week long cashapp want see exclus picsvideos🤪💦,0.0772,NEUTRAL
first edit family❤,0.0,NEUTRAL
ziya bear rodriguez🐶,0.0,NEUTRAL
kid alway lit this beauti smiles 💖💖💖💖 abso retweet chanc win free trial link 💦,0.8807,POSITIVE
terrifi dreams past love wild thing ✨ room jimmy ✌💜com soon happen kilt room dude chilling girl get point😂 link bio sunday mass ⛪🙏 st franci de sale roman cathol church awesom trend music game,0.7783,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈 sunday mass ⛪🙏 amaz man ever knew fighter friend father 💔💔💔 love miss everyday xxxx outfit color her 😍 awesom trend music game,0.8126,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
nice view 🤩,0.4215,POSITIVE
think 💭,0.0,NEUTRAL
thaaisramoss,0.0,NEUTRAL
lucky fruits never far one love 🍒🍒 doesnt realiz mani low incom student depend program 🥴 make make sen plsserbian passion pride serbia😁 home bore someon talk  let know interest content nude ❤ accord new study issu femin conceiv capitalist pig dog hear upload🥰,0.7681,POSITIVE
cheat day lockdown 😋 😅 🍩 wonder review woman alone thank ❤❤🔥preview one mani thing im work final,-0.3612,NEGATIVE
take back,0.0,NEUTRAL
believ deserv unicorn partner settl company compani abundant 🦄,0.0,NEUTRAL
start day god everyth flow smoothly🙏,0.2732,NEUTRAL
great monday univers,0.6249,POSITIVE
never old set anoth goal dream new dream cs lewis,0.4588,POSITIVE
happi birthday 🙏🏾 come week one 🤞 come on ive incred patient anxieti roof anyon want canva do privat messag me pick way 📸,0.0772,NEUTRAL
smile even cat becom jack ripper 🤣lol,0.3612,POSITIVE
watch daphne web book trailer,0.0,NEUTRAL
kind yourself least much others happy least happi time allow feel process work wonder,0.8402,POSITIVE
dont tri control thing awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
reason fun way get safe easy 💪🏼 anthem,0.8442,POSITIVE
ee woo,0.4767,POSITIVE
ft datuneselfmad,0.0,NEUTRAL
kindli repost 🙏,0.0,NEUTRAL
street,0.0,NEUTRAL
alreadi know brotha tryin help get dream  self promo here link dress red velvet instagram post 😖🤧❤,0.5719,POSITIVE
🕊,0.0,NEUTRAL
four letter word ,0.0,NEUTRAL
 🤍,0.0,NEUTRAL
month discount throughout year ✨,0.0,NEUTRAL
uncensor content requests custom phot want keep touch 😩😂what awesom trend music game,0.0772,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
